169.254.170.2_remote.6,AWS::StepFunctions::StateMachine.6,AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.6,DynamoDB_AWS::DynamoDB.6,Evidently_AWS::Evidently.6,PGSQL Query_remote.6,PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage.6,PetSearch_AWS::ECS::Fargate.6,PetSearch_client.6,PetSite.6,SSM_AWS::SSM.6,STS_AWS::STS.6,Servi-searc.us-west-2.elb.amazonaws.com_remote.6,SimpleNotificationService_AWS::SimpleNotificationService.6,SimpleSystemsManagement_AWS::SimpleSystemsManagement.6,StepFunctions_AWS::StepFunctions.6,adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL.6,amazon.com_remote.6,execute-api.us-west-2.amazonaws.com_remote.6,https://sqs.us-west-2.amazonaws.com/Services-sqspetadoption_AWS::SQS::Queue.6,lambda_step_priceGreaterThan55.6,lambda_step_priceGreaterThan55_AWS::Lambda.6,lambda_step_priceGreaterThan55_AWS::Lambda::Function.6,lambda_step_priceLessThan55.6,lambda_step_priceLessThan55_AWS::Lambda.6,lambda_step_priceLessThan55_AWS::Lambda::Function.6,lambda_step_readDDB.6,lambda_step_readDDB_AWS::Lambda.6,lambda_step_readDDB_AWS::Lambda::Function.6,lambdastatusupdater_AWS::Lambda.6,lambdastatusupdater_AWS::Lambda::Function.6,payforadoption_AWS::ECS::Container.6,petInfo_AWS::DynamoDB::Table.6,petlistadoptions_AWS::ECS::Fargate.6,petlistadoptions_client.6,servi-lista.us-west-2.elb.amazonaws.com_remote.6,servi-petsi.us-west-2.elb.amazonaws.com_remote.6,servi-searc.us-west-2.elb.amazonaws.com_remote.6,www.amazon.com_remote.6
100.0,28.57142857142857,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,22.22222222222223,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,33.33333333333333,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.70972423802613,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,33.33333333333333,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,26.92307692307692,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,32.25806451612904,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,30.769230769230774,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.47619047619048,89.47368421052632,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,21.73913043478261,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.84779299847791,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,20.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,25.80645161290323,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,17.85714285714286,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,17.14285714285714,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,36.8421052631579,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,10.34482758620689,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,16.21621621621621,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,40.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.71181556195964,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,33.33333333333333,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.55423476968797,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,21.21212121212121,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.71223021582732,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,92.5925925925926,92.3076923076923,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,19.04761904761905,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,39.130434782608695,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,21.05263157894737,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,43.47826086956522,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,40.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,15.151515151515156,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,92.3076923076923,92.3076923076923,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,25.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.70544918998527,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,12.5,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,20.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.85401459854016,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,29.16666666666667,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,26.315789473684205,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,32.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,42.10526315789474,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,27.272727272727263,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,34.61538461538461,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,25.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,18.51851851851852,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.85401459854016,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,26.315789473684205,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,18.75,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,34.78260869565217,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,11.111111111111114,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.71098265895954,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,13.333333333333329,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,15.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.56584659913167,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0,0.0,0.0,100.0,55.55555555555556,56.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,12.5,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,17.85714285714286,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,31.818181818181813,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,26.086956521739125,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.851411589896,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,19.04761904761905,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.8531571218796,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,34.61538461538461,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,85.71428571428571,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,17.85714285714286,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,21.73913043478261,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,25.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.85714285714286,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,21.42857142857143,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.69604863221883,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,23.80952380952381,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,26.315789473684205,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.85074626865672,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,16.66666666666667,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.85380116959064,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,18.181818181818187,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,26.66666666666667,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,5.555555555555557,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,46.875,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,30.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,25.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.71509971509973,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,72.72727272727272,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,25.714285714285708,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,25.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,26.086956521739125,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,33.33333333333333,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.85250737463129,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,41.1764705882353,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,25.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,34.78260869565217,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,36.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,11.764705882352942,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,61.11111111111112,66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,17.391304347826093,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0,0.0,0.0,0.0,0.0,0.0,100.0,75.0,76.47058823529412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,14.81481481481481,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,25.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.85207100591715,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,11.764705882352942,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,18.75,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,30.434782608695656,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,36.8421052631579,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.85590778097983,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,21.73913043478261,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,70.58823529411765,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,52.94117647058823,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,44.44444444444444,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.69604863221883,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,22.22222222222223,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,26.66666666666667,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,13.888888888888886,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,15.384615384615389,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.85052316890882,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,13.333333333333329,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.11111111111111,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,30.769230769230774,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
